180,"1A. e4{179.547} 1a. Nc6{179.340} 1B. e4{178.297} 1b. Nf6{179.900} 2A. Nf3{178.358} 2a. e5{179.240} 2B. Nc3{177.078} 2b. Nc6{179.800} 3A. Bc4{177.608} 3B. Nf3{176.688} 3a. Bc5{178.910} 4A. Bxf7+{177.358} 3b. d5{178.969} 4a. Kxf7{178.810} 5A. d4{176.935} 4B. Ng5{176.001} 5a. exd4{178.040} 6A. Ng5+{176.403} 4b. e6{177.978} 6a. Kf8{176.780} 5B. B@b5{174.954} 7A. O-O{175.528} 7a. Nh6{175.300} 5b. dxe4{175.404} 6B. Ncxe4{173.860} 6b. Be7{174.553} 7B. Bxc6+{171.063} 7b. bxc6{173.591} 8A. B@d5{164.716} 8B. Nxf7{165.719} 8a. N@e6{173.870} 8b. Kxf7{172.550} 9B. d4{165.157} 9A. Nxe6+{162.826} 9a. dxe6{173.770} 9b. Rf8{171.018} 10A. Bxc6{160.655} 10a. bxc6{172.500} 11A. Bxh6{159.952} 11a. gxh6{172.390} 10B. Bd3{159.751} 12A. P@g7+{159.171} 12a. Kxg7{172.290} 13A. N@h5+{158.546} 13a. Kf7{172.190} 10b. P@g6{168.575} 11B. P@h6{156.939} 14A. Qf3+{155.281} 11b. gxh6{167.874} 14a. P@f5{170.430} 15A. exf5{154.766} 15a. exf5{169.990} 12B. Bxh6{154.314} 12b. N@f5{167.774} 13B. N@g5+{152.767} 16A. Qxc6{152.517} 13b. Kg8{166.863} 16a. Bd6{166.360} 14B. Bxf8{149.345} 14b. Qxf8{165.321} 17A. P@g7{149.846} 15B. B@f7+{147.907} 15b. Kh8{164.770} 16B. Bxe6{146.782} 17a. R@g6{161.860} 18A. gxh8=N+{143.675} 18a. Qxh8{161.370} 16b. Bxe6{155.406} 17B. Nxe6{145.251} 17b. Qg8{154.815} 18B. P@h6{142.970} 19A. B@h3{137.363} 18b. Qxe6{152.582} 19a. B@e4{159.010} 20A. B@d5+{132.737} 20a. Bxd5{157.410} 21A. Qxd5+{132.049} 21a. Be6{157.300} 19B. P@g7+{133.188} 19b. Kg8{151.561} 22A. Qb5{103.783} 22a. P@g4{155.600} 20B. B@f3{102.625} 20b. B@a5+{148.667} 23A. N@f4{93.735} 23a. gxh3{150.160} 24A. Nxg6{92.032} 24a. hxg6{149.890} 21B. B@d2{89.875} 21b. Nxe4{145.302} 25A. gxh3{87.672} 25a. gxh5{148.460} 22B. Bdxe4{88.047} 22b. P@e3{143.299} 26A. f3{71.736} 26a. Rg8+{146.860} 23B. fxe3{62.140} 23b. P@f2+{140.475} 24B. Kxf2{60.874} 27A. N@g2{56.642} 27a. N@f4{146.760} 24b. Bxd2{136.500} 28A. B@g3{42.423} 25B. Qxd2{48.420} 28a. Nxg2{139.560} 29A. Kxg2{41.549} 25b. P@f4{129.189} 26B. Bxf5{46.841} 29a. P@g4{136.590} 26b. fxe3+{128.377} 27B. Qxe3{44.951} 27b. Qxe3+{125.803} 28B. Kxe3{43.982} 28b. N@c4+{125.453} 29B. Kf2{42.076} 30A. Bxd6{28.454} 30a. gxh3+{134.720} 29b. B@e3+{119.965} 31A. Kf2{27.501} 31a. Q@e3#{132.420} 
"
,
180,"1A. e4{179.769} 1B. e4{178.740} 1a. e5{179.094} 2A. Nc3{179.669} 1b. Nc6{179.797} 2B. Bc4{178.460} 2a. Bc5{178.656} 2b. Nf6{179.697} 3A. Nf3{179.569} 3a. Nf6{178.234} 3B. Bxf7+{176.980} 4A. Be2{178.868} 4a. Bxf2+{176.937} 5A. Kxf2{178.768} 3b. Kxf7{177.650} 5a. Nc6{176.077} 6A. Rf1{177.557} 6a. Nd4{175.140} 7A. Kg1{176.495} 7a. Nxf3+{174.468} 4B. N@g5+{170.390} 8A. Bxf3{173.421} 4b. Kg6{175.900} 8a. d6{173.483} 5B. P@f5+{169.400} 5b. Kh6{174.823} 6B. Nf7#{167.530} 
"
,
180,"1A. e4{179.781} 1a. Nc6{179.670} 2A. Nc3{179.656} 1B. Nf3{178.547} 2a. Nf6{179.570} 1b. Nf6{179.419} 3A. d4{179.172} 3a. e5{179.470} 2B. e3{177.500} 2b. Nc6{179.319} 4A. dxe5{178.594} 4a. Nxe5{179.370} 5A. Nf3{178.494} 5a. Nxf3+{178.880} 3B. d4{175.844} 6A. gxf3{178.182} 6a. d6{178.660} 3b. d5{178.859} 7A. Rg1{178.082} 4B. Ng5{175.125} 7a. Be6{177.010} 4b. e6{177.777} 5B. Bb5{171.938} 8A. Bg5{176.395} 8a. Be7{175.690} 5b. N@e4{174.352} 6B. Bxc6+{169.906} 6b. bxc6{174.252} 9A. B@c4{170.645} 7B. Nxf7{168.515} 9a. N@e5{172.780} 10A. Bxe6{169.160} 7b. Bb4+{169.835} 10a. fxe6{172.680} 8B. Bd2{165.718} 11A. Bf4{165.143} 8b. Bxd2+{168.153} 11a. P@b4{171.530} 9B. Nxd2{164.312} 9b. Kxf7{168.053} 12A. Bxe5{164.284} 12a. dxe5{171.200} 10B. Nxe4{163.265} 10b. Nxe4{166.801} 11B. N@e5+{162.358} 11b. Kf8{166.230} 13A. B@f7+{160.238} 13a. Kxf7{170.270} 14A. N@g5+{158.909} 14a. Ke8{169.280} 12B. B@b4+{149.451} 12b. B@d6{164.818} 15A. Bb5+{143.127} 15a. c6{168.400} 13B. Qf3+{108.482} 13b. P@f5{161.363} 16A. N@c7+{78.876} 16a. Qxc7{167.520} 17A. Nxe6{78.455} 17a. Qd6{166.750} 18A. Nxg7+{73.893} 18a. Kd8{166.250} 14B. Bxd6+{61.482} 14b. cxd6{161.263} 19A. Ne6+{49.252} 15B. P@h6{42.701} 15b. dxe5{161.163} 19a. Kc8{158.950} 16B. hxg7+{41.779} 16b. Kxg7{160.882} 17B. N@h5+{40.654} 17b. Kf7{160.421} 18B. O-O{26.435} 18b. N@g5{158.869} 19B. Qe2{18.763} 20A. Bxc6{21.300} 19b. P@f3{157.387} 20B. gxf3{17.794} 20a. P@d2+{155.870} 21A. Qxd2{19.675} 20b. Rg8{146.962} 21a. Qxd2+{145.270} 22A. Kxd2{19.238} 22a. bxc3+{145.170} 23A. bxc3{19.003} 23a. N@c4+{144.290} 24A. Ke1{18.424} 21B. N@h6+{10.856} 21b. Ke7{144.238} 24a. P@d2+{140.120} 22B. B@g2{9.794} 25A. Ke2{17.816} 22b. Nh3+{142.135} 23B. Kh1{7.935} 23b. Q@g1+{141.794} 24B. Rxg1{6.622} 25a. bxc6{134.080} 24b. Nexf2+{141.694} 25B. Qxf2{3.934} 25b. Nxf2#{141.594} 
"
,
180,"1B. e4{179.789} 1b. Nf6{179.265} 1A. Nc3{178.300} 1a. Nc6{179.900} 2B. Nc3{179.689} 2A. e4{178.190} 2a. e6{179.478} 2b. e5{178.500} 3A. d4{177.920} 3B. Nf3{179.258} 3a. Bb4{179.275} 4A. Nf3{177.820} 3b. Bc5{177.766} 4B. Be2{179.158} 4a. Nf6{178.791} 5A. Bd3{177.720} 4b. d6{176.938} 5a. d5{178.338} 6A. e5{177.560} 6a. Ne4{177.855} 5B. O-O{178.026} 7A. O-O{177.460} 7a. Bxc3{177.480} 8A. Bxe4{177.300} 5b. Nc6{175.469} 6B. d3{177.275} 8a. dxe4{175.918} 9A. bxc3{177.200} 9a. exf3{175.152} 10A. Qxf3{177.100} 6b. P@h3{171.781} 7B. gxh3{176.243} 10a. Qe7{171.902} 7b. Bxh3{171.453} 8B. N@g5{175.683} 11A. P@f6{175.830} 8b. B@g2{170.734} 11a. gxf6{170.542} 12A. exf6{175.730} 9B. Nxh3{174.231} 9b. Bxh3{169.656} 10B. N@g5{174.131} 12a. Qd7{167.355} 13A. N@g7+{175.520} 10b. P@g4{167.453} 13a. Kd8{166.558} 11B. Nxh3{172.399} 11b. gxh3{166.156} 12B. B@f5{172.299} 12b. N@f4{163.000} 13B. Bxf4{170.356} 13b. exf4{161.750} 14B. Bxh3{170.256} 14b. Bxf2+{156.094} 14A. Qxc6{158.820} 15B. Rxf2{168.123} 15b. Ne5{153.906} 16B. Nxe5{164.908} 16b. dxe5{153.203} 14a. bxc6{157.120} 15A. P@e7+{157.500} 15a. Qxe7{156.089} 16A. fxe7+{157.400} 16a. Kxe7{155.775} 17B. P@e6{156.035} 17A. B@f6+{149.380} 17b. O-O{150.766} 17a. Kxf6{154.555} 18A. Nh5+{149.220} 18a. Ke7{153.899} 19A. Bg5+{148.730} 19a. P@f6{153.618} 20A. Bxf6+{148.020} 20a. Ke8{151.197} 21A. Ng7+{146.700} 21a. Kd7{150.571} 22A. N@e5+{145.380} 22a. Kd6{150.228} 23A. Nxf7+{134.010} 23a. Kd5{148.133} 24A. N@e3+{133.240} 24a. Ke4{147.647} 25A. Ng5+{130.930} 25a. Kf4{146.663} 26A. g3#{129.940} 
"
,
180,"1B. e4{177.983} 1A. e4{178.812} 1a. Nf6{179.797} 1b. e6{179.900} 2B. Nc3{177.108} 2b. Nc6{179.800} 3B. d4{176.314} 2A. Nc3{178.712} 3b. Nf6{178.970} 2a. Nc6{178.984} 4B. e5{175.363} 3A. Nf3{177.853} 4b. Nd5{177.870} 5B. Nf3{175.263} 3a. d5{177.406} 5b. d6{176.610} 4A. exd5{176.931} 6B. Bd2{174.175} 4a. Nxd5{176.734} 6b. dxe5{175.400} 5A. d4{176.831} 5a. e6{176.078} 7B. dxe5{172.333} 6A. P@b6{175.284} 6a. axb6{174.797} 7b. P@g4{171.170} 7A. Bb5{173.144} 7a. Bd7{173.094} 8A. Bd2{172.894} 8B. P@b5{167.894} 8b. gxf3{169.850} 9B. bxc6{167.676} 9b. fxg2{167.650} 10B. Bxg2{167.576} 10b. bxc6{165.290} 8a. N@f4{164.266} 9A. Rg1{171.551} 11B. Nxd5{163.791} 11b. exd5{163.750} 9a. Ncb4{160.594} 10A. Bxd7+{169.832} 10a. Qxd7{159.798} 11A. N@e5{169.551} 12B. B@g5{156.964} 11a. Nxc2+{156.704} 12A. Qxc2{168.785} 12a. P@d3{155.938} 12b. B@e7{159.690} 13B. h4{150.309} 13A. Nxd3{156.707} 13b. N@c4{154.750} 13a. Nxd3+{154.657} 14A. Qxd3{155.785} 14a. Nb4{151.438} 14B. P@f6{144.664} 15A. Qe2{151.019} 14b. Nxd2{149.530} 15a. N@c2+{149.484} 15B. Qxd2{142.733} 16A. Kf1{150.722} 16a. P@d3{147.265} 15b. N@c4{146.230} 16B. Qe2{140.979} 17A. Qe3{147.269} 17a. Nxe3+{145.609} 18A. Bxe3{146.331} 16b. N@d4{138.210} 18a. Bd6{137.109} 17B. fxe7{136.673} 19A. N@e5{144.581} 17b. Bxe7{135.690} 19a. Bxe5{135.250} 20A. Nxe5{144.481} 20a. Qe7{135.062} 21A. P@d7+{143.527} 21a. Kf8{134.624} 18B. N@h5{129.982} 22A. P@h6{140.636} 22a. B@e2+{133.186} 23A. Nxe2{140.183} 23a. dxe2+{132.170} 24A. Kxe2{140.083} 18b. B@f8{131.020} 24a. Rg8{130.858} 19B. P@f6{127.803} 19b. Nxe2{129.200} 25A. hxg7+{136.771} 20B. Nxg7+{126.980} 25a. Rxg7{130.186} 20b. Bxg7{128.100} 21B. fxg7{126.880} 26A. B@h6{136.671} 21b. Rg8{126.450} {C:DocRobeks(1667) kibitzes: Lag >= 30 secondsþPoindexterIII(1650) kibitzes: Lag >= 30 secondsþpustik(1531) kibitzes: Lag >= 30 secondsþsoldadofiel(1591) kibitzes: Lag >= 30 seconds} 22B. Bxe7{124.549} 22b. Qxe7{125.070} 23B. N@f6+{123.517} 26a. B@b5+{120.405} 27A. P@d3{135.311} 27a. B@h5+{107.295} 23b. Kd8{106.070} 28A. B@f3{133.608} 24B. Nxg8{120.120} 24b. P@d2+{89.640} 28a. Bxf3+{85.310} 29A. gxf3{133.508} 25B. Kf1{113.959} 29a. R@c2+{60.669} 30A. N@d2{133.117} 30a. Rxd2+{55.215} 31A. Bxd2{132.602} 25b. R@e1+{57.900} 26B. Rxe1{110.965} 31a. Bxd3+{44.043} 32A. Nxd3{131.805} 26b. dxe1=Q+{47.790} 27B. Kxe1{110.865} 27b. P@d2+{47.020} 28B. Kxe2{109.373} 28b. Qxe5+{46.470} 32a. R@e4+{35.778} 33A. fxe4{130.743} 29B. P@e3{106.339} 33a. P@f3+{35.184} 34A. Kxf3{129.728} 34a. Qf6+{32.606} 35A. P@f5{126.432} 35a. N@h4+{30.684} 36A. Ke2{125.073} 36a. P@f3+{26.371} 37A. Ke1{124.651} 37a. N@g2+{21.136} 38A. Rxg2{124.323} 38a. Nxd3+{20.120} 39A. Kf1{124.223} 39a. fxg2+{19.135} 40A. Kg1{123.723} 40a. Nf3#{17.698} 
"
,
